Image,Time Processed,Hemostasis,Inflammation,Proliferation/Maturation
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-07\2022-11-11-14-07-36.jpg,14/12/2022 11:44:37,0.00046248664,0.0014586092,0.99807894
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-07\2022-11-11-14-07-43.jpg,14/12/2022 11:44:37,0.00047713012,0.0014741436,0.9980488
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-07\2022-11-11-14-07-51.jpg,14/12/2022 11:44:37,0.00043677984,0.0013422354,0.99822086
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-07\2022-11-11-14-07-58.jpg,14/12/2022 11:44:38,0.0006225289,0.0020688593,0.9973086
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-07\2022-11-11-14-08-05.jpg,14/12/2022 11:44:38,0.0006184126,0.0020880993,0.9972934
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-07\2022-11-11-14-08-13.jpg,14/12/2022 11:44:39,0.0006199148,0.0020462752,0.9973339
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-07\2022-11-11-14-08-21.jpg,14/12/2022 11:44:39,0.00046309573,0.0016058887,0.997931
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-07\2022-11-11-14-08-29.jpg,14/12/2022 11:44:40,0.00043211202,0.0015752655,0.99799263
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-07\2022-11-11-14-08-36.jpg,14/12/2022 11:44:40,0.00042717843,0.0014743828,0.99809843
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-07\2022-11-11-14-08-44.jpg,14/12/2022 11:44:40,0.0003884784,0.001356398,0.9982552
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-37\2022-11-11-14-37-10.jpg,14/12/2022 11:44:41,0.0011719563,0.003995142,0.9948329
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-37\2022-11-11-14-37-18.jpg,14/12/2022 11:44:41,0.0009136122,0.0033280514,0.99575824
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-37\2022-11-11-14-37-25.jpg,14/12/2022 11:44:42,0.0015676983,0.005302353,0.9931299
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-37\2022-11-11-14-37-32.jpg,14/12/2022 11:44:42,0.0020770114,0.0076422277,0.99028075
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-37\2022-11-11-14-37-40.jpg,14/12/2022 11:44:43,0.0016857701,0.0061062295,0.99220806
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-37\2022-11-11-14-37-47.jpg,14/12/2022 11:44:43,0.001886296,0.006595883,0.9915177
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-37\2022-11-11-14-37-55.jpg,14/12/2022 11:44:44,0.0009958649,0.0040030642,0.995001
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-37\2022-11-11-14-38-02.jpg,14/12/2022 11:44:44,0.0021326835,0.009082821,0.98878455
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-37\2022-11-11-14-38-10.jpg,14/12/2022 11:44:45,0.0009329106,0.0035855928,0.9954815
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-37\2022-11-11-14-38-18.jpg,14/12/2022 11:44:45,0.0013270081,0.0060259528,0.99264705
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-37\2022-11-11-14-38-26.jpg,14/12/2022 11:44:45,0.0010700315,0.0048340503,0.9940959
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-45\2022-11-11-14-45-17.jpg,14/12/2022 11:44:46,0.00036506454,0.00144781,0.9981871
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-45\2022-11-11-14-45-25.jpg,14/12/2022 11:44:46,0.00036843427,0.0014439258,0.9981876
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-45\2022-11-11-14-45-33.jpg,14/12/2022 11:44:47,0.0004102236,0.0016153961,0.99797446
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-45\2022-11-11-14-45-40.jpg,14/12/2022 11:44:47,0.0003574537,0.0014921901,0.99815035
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-45\2022-11-11-14-45-48.jpg,14/12/2022 11:44:48,0.00035475948,0.0015504828,0.99809474
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-45\2022-11-11-14-45-55.jpg,14/12/2022 11:44:48,0.00036959868,0.0015478217,0.99808264
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-45\2022-11-11-14-46-03.jpg,14/12/2022 11:44:49,0.0003845208,0.001693988,0.9979215
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-45\2022-11-11-14-46-11.jpg,14/12/2022 11:44:49,0.00036227494,0.0016860617,0.9979517
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-45\2022-11-11-14-46-18.jpg,14/12/2022 11:44:50,0.0003632311,0.0016803752,0.9979564
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-45\2022-11-11-14-46-26.jpg,14/12/2022 11:44:50,0.00032573467,0.0015463589,0.9981279
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-45\2022-11-11-14-46-34.jpg,14/12/2022 11:44:50,0.00033053712,0.0016303763,0.9980392
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-53\2022-11-11-14-53-26.jpg,14/12/2022 11:44:51,0.0004473236,0.0010988355,0.99845386
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-53\2022-11-11-14-53-33.jpg,14/12/2022 11:44:51,0.00051028223,0.0012669875,0.99822277
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-53\2022-11-11-14-53-40.jpg,14/12/2022 11:44:52,0.000591539,0.0013874494,0.998021
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-53\2022-11-11-14-53-47.jpg,14/12/2022 11:44:52,0.0006465592,0.0016910393,0.9976624
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-53\2022-11-11-14-53-55.jpg,14/12/2022 11:44:53,0.0015396775,0.004186225,0.9942741
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-53\2022-11-11-14-54-02.jpg,14/12/2022 11:44:53,0.00091844355,0.00236894,0.99671257
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-53\2022-11-11-14-54-10.jpg,14/12/2022 11:44:54,0.0010513494,0.0026231084,0.99632555
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-53\2022-11-11-14-54-17.jpg,14/12/2022 11:44:54,0.00046280443,0.0013528334,0.9981844
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-53\2022-11-11-14-54-25.jpg,14/12/2022 11:44:55,0.0004701426,0.0014452356,0.99808466
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-53\2022-11-11-14-54-32.jpg,14/12/2022 11:44:55,0.00038736546,0.0012810722,0.9983316
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-14-53\2022-11-11-14-54-40.jpg,14/12/2022 11:44:56,0.00066427916,0.0020712155,0.9972645
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-01\2022-11-11-15-01-32.jpg,14/12/2022 11:44:56,0.0011098362,0.0027311326,0.99615896
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-01\2022-11-11-15-01-40.jpg,14/12/2022 11:44:56,0.0011824896,0.0028652023,0.99595225
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-01\2022-11-11-15-01-47.jpg,14/12/2022 11:44:57,0.0006986973,0.0019076327,0.9973937
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-01\2022-11-11-15-01-55.jpg,14/12/2022 11:44:57,0.00095826207,0.002654655,0.996387
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-01\2022-11-11-15-02-03.jpg,14/12/2022 11:44:58,0.00096692576,0.0031697988,0.9958632
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-01\2022-11-11-15-02-10.jpg,14/12/2022 11:44:58,0.0007124539,0.0019957107,0.99729174
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-01\2022-11-11-15-02-17.jpg,14/12/2022 11:44:59,0.00044568875,0.0013272522,0.99822706
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-01\2022-11-11-15-02-25.jpg,14/12/2022 11:44:59,0.0004450476,0.001342727,0.9982122
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-01\2022-11-11-15-02-33.jpg,14/12/2022 11:45:00,0.0006254468,0.0021303666,0.99724424
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-01\2022-11-11-15-02-40.jpg,14/12/2022 11:45:00,0.0009418155,0.0034418998,0.9956163
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-01\2022-11-11-15-02-48.jpg,14/12/2022 11:45:01,0.00045713823,0.0017164933,0.9978264
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-31\2022-11-11-15-31-15.jpg,14/12/2022 11:45:01,0.0038058297,0.039958727,0.95623547
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-31\2022-11-11-15-31-22.jpg,14/12/2022 11:45:02,0.003963993,0.041557405,0.9544786
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-31\2022-11-11-15-31-30.jpg,14/12/2022 11:45:02,0.004175681,0.04375955,0.95206475
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-31\2022-11-11-15-31-37.jpg,14/12/2022 11:45:02,0.0036713025,0.038265444,0.95806324
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-31\2022-11-11-15-31-45.jpg,14/12/2022 11:45:03,0.003972224,0.041162264,0.95486563
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-31\2022-11-11-15-31-52.jpg,14/12/2022 11:45:03,0.004334028,0.04449695,0.951169
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-31\2022-11-11-15-32-00.jpg,14/12/2022 11:45:04,0.0040370263,0.042046405,0.9539166
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-31\2022-11-11-15-32-07.jpg,14/12/2022 11:45:04,0.003546631,0.036991227,0.9594621
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-31\2022-11-11-15-32-15.jpg,14/12/2022 11:45:05,0.00419513,0.043997418,0.9518075
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-31\2022-11-11-15-32-23.jpg,14/12/2022 11:45:05,0.0040813764,0.04261629,0.9533024
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-31\2022-11-11-15-32-30.jpg,14/12/2022 11:45:05,0.0037204237,0.039240766,0.9570388
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-39\2022-11-11-15-39-20.jpg,14/12/2022 11:45:06,0.0037563813,0.039492603,0.9567511
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-39\2022-11-11-15-39-27.jpg,14/12/2022 11:45:06,0.0038368367,0.040202267,0.9559609
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-39\2022-11-11-15-39-35.jpg,14/12/2022 11:45:07,0.0040704296,0.04259415,0.9533354
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-39\2022-11-11-15-39-42.jpg,14/12/2022 11:45:07,0.0035232783,0.037233,0.9592438
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-39\2022-11-11-15-39-50.jpg,14/12/2022 11:45:08,0.0037691891,0.039412443,0.9568184
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-39\2022-11-11-15-39-57.jpg,14/12/2022 11:45:08,0.0041290484,0.042969525,0.95290136
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-39\2022-11-11-15-40-05.jpg,14/12/2022 11:45:09,0.0037557571,0.039062086,0.9571821
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-39\2022-11-11-15-40-12.jpg,14/12/2022 11:45:09,0.003449398,0.036591675,0.95995885
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-39\2022-11-11-15-40-20.jpg,14/12/2022 11:45:09,0.0040399153,0.042027008,0.95393306
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-39\2022-11-11-15-40-27.jpg,14/12/2022 11:45:10,0.0038605654,0.040567372,0.95557207
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-39\2022-11-11-15-40-35.jpg,14/12/2022 11:45:10,0.0035283393,0.037357155,0.9591145
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-47\2022-11-11-15-47-25.jpg,14/12/2022 11:45:11,0.0037758765,0.039521854,0.95670223
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-47\2022-11-11-15-47-32.jpg,14/12/2022 11:45:11,0.004119319,0.042956445,0.9529243
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-47\2022-11-11-15-47-40.jpg,14/12/2022 11:45:12,0.004177153,0.043689433,0.9521335
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-47\2022-11-11-15-47-47.jpg,14/12/2022 11:45:12,0.0038743073,0.04032722,0.95579845
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-47\2022-11-11-15-47-54.jpg,14/12/2022 11:45:12,0.004091456,0.042510282,0.9533982
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-47\2022-11-11-15-48-02.jpg,14/12/2022 11:45:13,0.004202518,0.04383747,0.95196
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-47\2022-11-11-15-48-09.jpg,14/12/2022 11:45:13,0.0040190537,0.041724186,0.9542568
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-47\2022-11-11-15-48-17.jpg,14/12/2022 11:45:14,0.0038348346,0.04003625,0.95612884
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-47\2022-11-11-15-48-25.jpg,14/12/2022 11:45:14,0.004283358,0.04460886,0.9511079
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-47\2022-11-11-15-48-32.jpg,14/12/2022 11:45:15,0.003962483,0.04199174,0.95404583
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-47\2022-11-11-15-48-40.jpg,14/12/2022 11:45:15,0.0035426314,0.037654847,0.95880246
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-55\2022-11-11-15-55-30.jpg,14/12/2022 11:45:15,0.0038081943,0.040107865,0.95608395
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-55\2022-11-11-15-55-37.jpg,14/12/2022 11:45:16,0.0041924375,0.043283798,0.95252377
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-55\2022-11-11-15-55-45.jpg,14/12/2022 11:45:16,0.004008921,0.04204594,0.9539451
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-55\2022-11-11-15-55-52.jpg,14/12/2022 11:45:17,0.0036798008,0.03853242,0.95778775
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-55\2022-11-11-15-56-00.jpg,14/12/2022 11:45:17,0.00409913,0.042832732,0.9530682
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-55\2022-11-11-15-56-07.jpg,14/12/2022 11:45:18,0.00415213,0.043269694,0.9525781
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-55\2022-11-11-15-56-14.jpg,14/12/2022 11:45:18,0.0040789177,0.04206373,0.95385724
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-55\2022-11-11-15-56-21.jpg,14/12/2022 11:45:18,0.0037214735,0.038639512,0.957639
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-55\2022-11-11-15-56-29.jpg,14/12/2022 11:45:19,0.004225843,0.044030484,0.9517437
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-55\2022-11-11-15-56-37.jpg,14/12/2022 11:45:19,0.004085071,0.042697206,0.9532176
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-15-55\2022-11-11-15-56-45.jpg,14/12/2022 11:45:20,0.0037509722,0.03931992,0.9569291
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-46\2022-11-11-16-46-43.jpg,14/12/2022 11:45:20,0.0040720236,0.042843908,0.9530841
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-46\2022-11-11-16-46-51.jpg,14/12/2022 11:45:21,0.0041288016,0.043671276,0.95219994
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-46\2022-11-11-16-46-58.jpg,14/12/2022 11:45:21,0.0042650546,0.044460088,0.95127493
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-46\2022-11-11-16-47-05.jpg,14/12/2022 11:45:22,0.0038678034,0.040169045,0.95596313
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-46\2022-11-11-16-47-12.jpg,14/12/2022 11:45:22,0.0040982338,0.04271023,0.9531916
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-46\2022-11-11-16-47-20.jpg,14/12/2022 11:45:23,0.0044022975,0.04561727,0.9499804
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-46\2022-11-11-16-47-27.jpg,14/12/2022 11:45:23,0.0042134877,0.043786075,0.95200044
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-46\2022-11-11-16-47-35.jpg,14/12/2022 11:45:23,0.0038573625,0.03988207,0.9562605
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-46\2022-11-11-16-47-42.jpg,14/12/2022 11:45:24,0.004013543,0.041622467,0.95436394
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-46\2022-11-11-16-47-50.jpg,14/12/2022 11:45:24,0.004097743,0.042829327,0.95307285
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-46\2022-11-11-16-47-58.jpg,14/12/2022 11:45:25,0.003947958,0.041846763,0.95420533
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-54\2022-11-11-16-54-46.jpg,14/12/2022 11:45:25,0.0038031326,0.039908357,0.9562885
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-54\2022-11-11-16-54-54.jpg,14/12/2022 11:45:26,0.004232938,0.044269312,0.9514978
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-54\2022-11-11-16-55-01.jpg,14/12/2022 11:45:26,0.0040688864,0.042921253,0.95300984
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-54\2022-11-11-16-55-08.jpg,14/12/2022 11:45:26,0.003844649,0.040027257,0.9561281
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-54\2022-11-11-16-55-15.jpg,14/12/2022 11:45:27,0.0041315197,0.042851448,0.9530171
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-54\2022-11-11-16-55-23.jpg,14/12/2022 11:45:27,0.0044150334,0.045494244,0.95009065
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-54\2022-11-11-16-55-31.jpg,14/12/2022 11:45:28,0.004138833,0.042940844,0.9529203
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-54\2022-11-11-16-55-38.jpg,14/12/2022 11:45:28,0.0037111612,0.038435075,0.95785385
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-54\2022-11-11-16-55-46.jpg,14/12/2022 11:45:29,0.0042048497,0.04365747,0.95213765
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-54\2022-11-11-16-55-53.jpg,14/12/2022 11:45:29,0.004047466,0.04222154,0.953731
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-16-54\2022-11-11-16-56-01.jpg,14/12/2022 11:45:29,0.0037478674,0.03987617,0.95637596
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-17-02\2022-11-11-17-02-51.jpg,14/12/2022 11:45:30,0.0038397536,0.040521707,0.9556386
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-17-02\2022-11-11-17-02-58.jpg,14/12/2022 11:45:30,0.0041324683,0.043145064,0.9527225
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-17-02\2022-11-11-17-03-05.jpg,14/12/2022 11:45:31,0.004135748,0.043208193,0.95265603
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-17-02\2022-11-11-17-03-13.jpg,14/12/2022 11:45:31,0.0037604487,0.039339904,0.95689964
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-17-02\2022-11-11-17-03-20.jpg,14/12/2022 11:45:32,0.004180118,0.04314379,0.9526762
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-17-02\2022-11-11-17-03-27.jpg,14/12/2022 11:45:32,0.0042145983,0.044146933,0.9516385
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-17-02\2022-11-11-17-03-35.jpg,14/12/2022 11:45:33,0.004030258,0.041968644,0.9540011
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-17-02\2022-11-11-17-03-43.jpg,14/12/2022 11:45:33,0.0035251211,0.037145745,0.9593291
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-17-02\2022-11-11-17-03-50.jpg,14/12/2022 11:45:34,0.0041380464,0.043317046,0.9525448
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-17-02\2022-11-11-17-03-58.jpg,14/12/2022 11:45:34,0.0039641643,0.0416817,0.95435417
C:\Users\labuser\Desktop/Porcine_Exp_Davis\Exp_5\Pi_1\Wound_2\2022-11-11-17-02\2022-11-11-17-04-05.jpg,14/12/2022 11:45:34,0.003707537,0.039249774,0.95704263
